Available,Duration,Total_Fare,no_of_days_to_flight,Airways_Air India,Airways_AirAsia,Airways_Go Air,Airways_IndiGo,Airways_Jet Airways,Airways_Spicejet,Airways_Vistara,Dept_Time_BSR,Dept_Time_MDSS,Dept_Time_SRMD,Dept_Time_SSMN,Arr_Time_BSR,Arr_Time_MDSS,Arr_Time_SRMD,Arr_Time_SSMN,Hopping_False,Hopping_True
6,1430,7012,34,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
7,740,13424,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
4,920,5647,43,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
9,660,6727,25,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
1,605,5821,53,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
80,235,6166,55,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
1,130,4490,10,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
7,1375,9028,18,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
7,605,9028,24,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
7,1310,9238,27,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
15,145,3286,52,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
9,130,3595,31,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
7,715,7065,44,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
7,340,7275,28,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0
9,130,2882,49,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
9,1455,11811,4,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
9,335,7603,24,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
9,130,4971,56,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
7,255,6512,24,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
13,130,3496,40,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
7,130,6130,15,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
7,1045,7012,41,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
7,325,15570,23,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
6,640,11853,8,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
3,135,5160,9,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0
7,1105,6540,41,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
9,135,3049,45,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
2,850,5227,52,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
3,580,6540,33,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
3,1270,4566,52,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
7,1090,7170,36,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
9,145,3249,52,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0
29,180,4105,14,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
7,710,8199,31,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
9,130,3049,32,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0
9,125,3967,49,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
1,1325,5647,38,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
18,115,3927,20,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
2,130,6130,3,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
7,650,8199,31,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
9,915,13018,8,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
9,975,9711,18,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
7,1165,9028,16,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
7,1325,6540,55,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
8,130,8224,8,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
3,115,4490,31,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
6,840,10951,23,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
1,260,3550,39,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
7,695,9774,30,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
3,350,11480,38,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
8,325,12525,30,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2,800,14336,4,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
7,485,7012,34,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
2,130,2461,46,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
9,145,3049,51,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
7,1040,6792,39,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
4,1600,7506,22,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
9,135,5621,12,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
7,1025,16065,7,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
1,1365,7012,28,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
7,505,5821,48,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
4,260,8276,24,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
80,145,4490,31,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
7,650,7012,52,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
7,765,6540,46,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
12,130,3347,32,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
1,135,5390,15,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
6,390,7012,34,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
7,475,12047,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
7,990,10005,19,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
9,130,5664,14,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0
7,800,7012,34,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
1,975,6876,55,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
9,125,4125,16,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
1,150,3050,29,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
7,805,10540,12,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
18,150,3286,56,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
7,415,7012,40,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
7,970,5952,54,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
3,470,7065,36,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
15,145,3496,52,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
4,135,3698,13,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
9,335,9283,22,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
9,470,8188,22,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1,295,5353,36,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
4,340,11853,27,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
6,130,6330,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
9,295,10656,26,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
3,440,6540,54,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
7,1120,6540,52,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
7,980,8778,37,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
1,1110,9013,25,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
7,1430,8173,18,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
5,1670,7117,28,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
5,860,7012,41,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
4,115,6335,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0
9,145,3595,52,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
7,1240,5647,47,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
7,125,4655,21,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
7,530,8304,29,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
6,415,6138,5,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
7,340,8199,31,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
2,685,5227,52,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0
3,360,10005,16,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
9,135,4247,30,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
9,130,4971,15,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
9,890,6727,25,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
7,120,4235,23,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
7,690,6540,34,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
7,500,7012,53,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
9,125,3862,54,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
1,615,10236,23,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
5,1045,11149,15,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
6,830,10236,17,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
7,420,5647,52,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0
1,530,7584,19,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
4,810,11958,8,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
7,545,13114,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
7,580,7065,44,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
1,895,6540,33,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
1,340,12047,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0
2,805,7117,39,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
7,125,3248,41,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
4,255,3315,39,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
6,530,5926,49,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
4,1240,11853,8,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
7,1310,10110,19,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
7,560,7012,56,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
9,130,2609,33,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
10,130,4224,13,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
3,140,4490,16,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
5,880,5821,51,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
28,115,3496,45,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
3,545,6473,40,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
12,140,3050,45,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
7,610,5821,53,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
12,150,2840,54,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
4,455,7170,55,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
7,310,8173,43,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
7,130,3852,54,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0
7,1165,7065,29,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
12,260,4542,28,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
1,1590,8608,22,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
6,130,3927,20,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
2,975,12493,8,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
7,755,14674,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
5,530,11958,13,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
8,890,8092,23,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
5,350,15727,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
15,135,3286,37,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
9,335,7603,19,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
1,775,8327,22,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0
7,320,15286,9,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
5,115,6130,16,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
4,160,3050,52,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
6,415,7791,31,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
9,135,7785,24,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
7,360,6540,44,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
9,130,3049,55,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
9,135,2609,47,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
7,640,10005,20,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
1,135,7066,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
7,650,5821,47,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
7,125,3852,18,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
7,990,5821,53,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
4,1445,9028,22,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
9,130,5349,15,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0
7,350,11480,42,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
9,130,2609,46,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
71,265,3979,39,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
7,130,4235,16,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
7,1445,9028,19,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
3,260,8803,27,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
4,990,12152,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
1,325,5821,40,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
7,1310,7779,29,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
1,1150,10005,15,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
1,135,7066,9,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
6,340,9028,20,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0
7,1625,8199,31,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
6,260,3102,54,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
9,130,3595,24,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0
9,1155,9291,21,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
7,265,7800,32,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
9,130,2609,46,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0
7,640,7012,39,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
37,180,4899,42,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
9,130,3286,49,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
6,580,13255,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
7,1325,5227,51,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
7,325,9028,24,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
2,750,8199,30,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
2,685,5227,53,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0
3,300,2996,47,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
3,385,9549,21,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
9,660,6412,29,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
5,930,5647,52,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
2,415,5647,48,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
3,345,17586,51,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1,135,14467,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
2,1105,8608,19,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
2,135,3852,39,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
4,655,6645,56,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
7,545,7012,32,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
6,1445,8304,27,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
7,690,9375,18,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
7,265,10315,24,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
9,130,4247,16,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0
7,650,5821,48,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
7,325,5821,53,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0
7,340,10803,21,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0
7,1605,6330,36,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
3,1175,13281,4,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
7,415,7012,36,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
5,120,4655,14,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
2,905,8199,30,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
9,130,2609,48,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0
1,265,7279,17,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
7,505,7065,39,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
3,640,10540,10,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
1,960,7768,25,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
7,620,5821,46,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
7,1450,7012,44,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
1,130,6130,8,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0
5,1350,6477,50,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
11,130,3347,31,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
6,1045,6540,32,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
9,130,3049,36,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0
3,1365,7012,34,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
7,725,7716,25,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
4,1630,5658,50,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
7,465,7065,54,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
5,830,13255,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
9,710,10437,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
3,1355,5926,43,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
14,130,3496,47,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
4,660,15022,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
8,260,8451,21,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
7,765,9774,29,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
1,800,5647,47,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
7,645,9028,25,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
4,445,5672,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
8,130,8224,7,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0
3,130,4490,19,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
6,130,3927,22,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0
4,320,20641,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
7,1045,11149,10,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
7,1520,10540,15,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
4,1365,5647,45,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
7,1590,6540,39,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
6,125,3852,17,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
4,990,6540,56,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
9,770,10026,22,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
9,130,2882,47,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
9,130,2609,41,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
7,1055,6540,55,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
7,755,7012,39,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
7,370,9931,30,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
9,130,3967,25,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1,130,2829,42,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
9,130,7537,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
7,825,7779,37,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
6,415,7012,50,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
9,615,6876,55,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
7,320,10315,28,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
9,1455,9291,20,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
2,620,9028,19,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
1,1165,13281,5,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
6,540,7012,32,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
7,120,5390,15,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
9,325,11842,37,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1,710,5647,48,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
11,135,3286,47,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
7,135,3852,43,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
9,130,3495,35,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1,905,5647,48,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
7,1165,13281,3,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
4,135,3547,51,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
1,1045,5227,42,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
7,230,7784,29,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
7,825,15570,7,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
9,130,3495,53,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
9,335,13168,8,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
1,115,3927,19,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
21,130,7775,7,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
9,130,5349,14,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
1,1065,5821,53,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
7,120,6335,2,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
1,340,6031,42,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0
12,135,2829,40,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
3,705,7012,44,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
5,825,11149,15,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
7,1440,7012,56,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
52,195,4899,33,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
9,135,4247,16,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
9,130,3155,28,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0
9,915,11128,15,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
12,125,3050,52,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0
9,130,4351,15,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0
7,775,8199,37,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
7,130,3852,54,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
9,130,3049,29,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
7,1255,6540,37,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
9,535,4860,36,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
7,465,8778,29,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
1,910,6540,51,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
6,295,5353,35,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
7,645,9774,30,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
7,690,7779,37,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
7,835,6792,41,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
7,325,5205,44,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
7,1605,6330,37,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
5,130,6767,2,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
7,565,5821,48,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
9,130,6283,6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0
3,230,7784,17,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
77,270,3979,52,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
7,230,7784,41,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
7,750,6792,46,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
